Offer Description,Discount Amount,Payment Method,Booking Link,Image,Eligible Credit Cards
"Flat 10% off on SBI Cards

Applicable on Credit Cards",10%,Credit Cards,https://www.cleartrip.com/all-offers/bus-sbicc/,https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/SBI-Logo-1.png,BPCL SBI Card Octane
"Flat 10% off on SBI Cards

Applicable on Credit Cards",10%,Credit Cards,https://www.cleartrip.com/all-offers/bus-sbicc/,https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/SBI-Logo-1.png,Paytm SBI Card Select
"Flat 10% off on SBI Cards

Applicable on Credit Cards",10%,Credit Cards,https://www.cleartrip.com/all-offers/bus-sbicc/,https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/SBI-Logo-1.png,IRCTC Rupay SBI Card
"Flat 10% off on SBI Cards

Applicable on Credit Cards",10%,Credit Cards,https://www.cleartrip.com/all-offers/bus-sbicc/,https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/SBI-Logo-1.png,Air India SBI Signature Card
"Flat 10% off on SBI Cards

Applicable on Credit Cards",10%,Credit Cards,https://www.cleartrip.com/all-offers/bus-sbicc/,https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/SBI-Logo-1.png,IRCTC SBI Platinum Card
"Flat 10% off on SBI Cards

Applicable on Credit Cards",10%,Credit Cards,https://www.cleartrip.com/all-offers/bus-sbicc/,https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/SBI-Logo-1.png,IRCTC SBI Card Premier
"Flat 10% off on SBI Cards

Applicable on Credit Cards",10%,Credit Cards,https://www.cleartrip.com/all-offers/bus-sbicc/,https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/SBI-Logo-1.png,Ola Money SBI Credit Card
"Flat 10% off on SBI Cards

Applicable on Credit Cards",10%,Credit Cards,https://www.cleartrip.com/all-offers/bus-sbicc/,https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/SBI-Logo-1.png,Cashback SBI Credit Card
"Flat 10% off on SBI Cards

Applicable on Credit Cards",10%,Credit Cards,https://www.cleartrip.com/all-offers/bus-sbicc/,https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/SBI-Logo-1.png,Aditya Birla SBI Card Select
"Flat 10% off on SBI Cards

Applicable on Credit Cards",10%,Credit Cards,https://www.cleartrip.com/all-offers/bus-sbicc/,https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/SBI-Logo-1.png,Spar SBI Card Prime
"Flat 10% off on SBI Cards

Applicable on Credit Cards",10%,Credit Cards,https://www.cleartrip.com/all-offers/bus-sbicc/,https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/SBI-Logo-1.png,Lifestyle Home Centre SBI Card Prime
"Flat 10% off on SBI Cards

Applicable on Credit Cards",10%,Credit Cards,https://www.cleartrip.com/all-offers/bus-sbicc/,https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/SBI-Logo-1.png,Max SBI Card Prime
"Flat 10% off on SBI Cards

Applicable on Credit Cards",10%,Credit Cards,https://www.cleartrip.com/all-offers/bus-sbicc/,https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/SBI-Logo-1.png,FabIndia SBI Card Select
"Flat 10% off on SBI Cards

Applicable on Credit Cards",10%,Credit Cards,https://www.cleartrip.com/all-offers/bus-sbicc/,https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/SBI-Logo-1.png,BPCL SBI Credit Card
"Flat 10% off on SBI Cards

Applicable on Credit Cards",10%,Credit Cards,https://www.cleartrip.com/all-offers/bus-sbicc/,https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/SBI-Logo-1.png,Paytm SBI Credit Card
"Flat 10% off on SBI Cards

Applicable on Credit Cards",10%,Credit Cards,https://www.cleartrip.com/all-offers/bus-sbicc/,https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/SBI-Logo-1.png,Apollo SBI Card Select
"Flat 10% off on SBI Cards

Applicable on Credit Cards",10%,Credit Cards,https://www.cleartrip.com/all-offers/bus-sbicc/,https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/SBI-Logo-1.png,Air India SBI Platinum Credit Card
"Flat 10% off on SBI Cards

Applicable on Credit Cards",10%,Credit Cards,https://www.cleartrip.com/all-offers/bus-sbicc/,https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/SBI-Logo-1.png,SBI Card Prime
"Flat 10% off on SBI Cards

Applicable on Credit Cards",10%,Credit Cards,https://www.cleartrip.com/all-offers/bus-sbicc/,https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/SBI-Logo-1.png,PSB SBI Card Prime
"Flat 10% off on SBI Cards

Applicable on Credit Cards",10%,Credit Cards,https://www.cleartrip.com/all-offers/bus-sbicc/,https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/SBI-Logo-1.png,SBI Card Prime Advantage
"Flat 10% off on SBI Cards

Applicable on Credit Cards",10%,Credit Cards,https://www.cleartrip.com/all-offers/bus-sbicc/,https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/SBI-Logo-1.png,Central Bank of India SBI Prime Card
"Flat 10% off on SBI Cards

Applicable on Credit Cards",10%,Credit Cards,https://www.cleartrip.com/all-offers/bus-sbicc/,https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/SBI-Logo-1.png,City Union Bank SBI Card Prime
"Flat 10% off on SBI Cards

Applicable on Credit Cards",10%,Credit Cards,https://www.cleartrip.com/all-offers/bus-sbicc/,https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/SBI-Logo-1.png,Aurum Credit Card
"Flat 10% off on SBI Cards

Applicable on Credit Cards",10%,Credit Cards,https://www.cleartrip.com/all-offers/bus-sbicc/,https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/SBI-Logo-1.png,UCO Bank SBI Card Prime
"Flat 10% off on SBI Cards

Applicable on Credit Cards",10%,Credit Cards,https://www.cleartrip.com/all-offers/bus-sbicc/,https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/SBI-Logo-1.png,Reliance SBI Card Prime
"Flat 10% off on SBI Cards

Applicable on Credit Cards",10%,Credit Cards,https://www.cleartrip.com/all-offers/bus-sbicc/,https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/SBI-Logo-1.png,Tata Star Titanium Card
"Flat 10% off on SBI Cards

Applicable on Credit Cards",10%,Credit Cards,https://www.cleartrip.com/all-offers/bus-sbicc/,https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/SBI-Logo-1.png,SBI Pulse Credit Card
"Flat 10% off on SBI Cards

Applicable on Credit Cards",10%,Credit Cards,https://www.cleartrip.com/all-offers/bus-sbicc/,https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/SBI-Logo-1.png,Lifestyle Home Centre SBI Card Select
"Flat 10% off on SBI Cards

Applicable on Credit Cards",10%,Credit Cards,https://www.cleartrip.com/all-offers/bus-sbicc/,https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/SBI-Logo-1.png,Max SBI Card Select
"Flat 10% off on SBI Cards

Applicable on Credit Cards",10%,Credit Cards,https://www.cleartrip.com/all-offers/bus-sbicc/,https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/SBI-Logo-1.png,Spar SBI Card Select
"Flat 10% off on SBI Cards

Applicable on Credit Cards",10%,Credit Cards,https://www.cleartrip.com/all-offers/bus-sbicc/,https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/SBI-Logo-1.png,Shaurya Select SBI Credit Card
"Flat 10% off on SBI Cards

Applicable on Credit Cards",10%,Credit Cards,https://www.cleartrip.com/all-offers/bus-sbicc/,https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/SBI-Logo-1.png,FabIndia SBI Card
"Flat 10% off on SBI Cards

Applicable on Credit Cards",10%,Credit Cards,https://www.cleartrip.com/all-offers/bus-sbicc/,https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/SBI-Logo-1.png,Simplyclick SBI Card
"Flat 10% off on SBI Cards

Applicable on Credit Cards",10%,Credit Cards,https://www.cleartrip.com/all-offers/bus-sbicc/,https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/SBI-Logo-1.png,Aditya Birla SBI Card
"Flat 10% off on SBI Cards

Applicable on Credit Cards",10%,Credit Cards,https://www.cleartrip.com/all-offers/bus-sbicc/,https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/SBI-Logo-1.png,Simplyclick Advantage SBI Card
"Flat 10% off on SBI Cards

Applicable on Credit Cards",10%,Credit Cards,https://www.cleartrip.com/all-offers/bus-sbicc/,https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/SBI-Logo-1.png,UCO Bank SBI Card Elite
"Flat 10% off on SBI Cards

Applicable on Credit Cards",10%,Credit Cards,https://www.cleartrip.com/all-offers/bus-sbicc/,https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/SBI-Logo-1.png,Central Bank of India SBI Elite Credit Card
"Flat 10% off on SBI Cards

Applicable on Credit Cards",10%,Credit Cards,https://www.cleartrip.com/all-offers/bus-sbicc/,https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/SBI-Logo-1.png,SBI Card Elite
